Namespace(config='config/covertype.yml', model_name='MLP', dataset='Covertype', objective='classification', use_gpu=True, gpu_ids=[0, 1], data_parallel=False, optimize_hyperparameters=False, n_trials=5, direction='minimize', num_splits=5, shuffle=True, seed=221, scale=True, target_encode=True, one_hot_encode=False, batch_size=16384, val_batch_size=16384, early_stopping_rounds=400, epochs=400, logging_period=100, num_features=54, num_classes=7, cat_idx=None, cat_dims=None)
Train model with given hyperparameters
Loading dataset Covertype...
Dataset loaded!
(581012, 54)
Epoch 301, Val Loss: 1.41064
Epoch 302, Val Loss: 1.41156
Epoch 303, Val Loss: 1.41224
Epoch 304, Val Loss: 1.41157
Epoch 305, Val Loss: 1.40836
Epoch 306, Val Loss: 1.41336
Epoch 307, Val Loss: 1.40847
Epoch 308, Val Loss: 1.40915
Epoch 309, Val Loss: 1.40956
Epoch 310, Val Loss: 1.41116
Epoch 311, Val Loss: 1.40787
Epoch 312, Val Loss: 1.41105
Epoch 313, Val Loss: 1.40751
Epoch 314, Val Loss: 1.40861
Epoch 315, Val Loss: 1.41091
Epoch 316, Val Loss: 1.40935
Epoch 317, Val Loss: 1.40633
Epoch 318, Val Loss: 1.41151
Epoch 319, Val Loss: 1.40702
Epoch 320, Val Loss: 1.40672
Epoch 321, Val Loss: 1.40772
Epoch 322, Val Loss: 1.40781
Epoch 323, Val Loss: 1.40445
Epoch 324, Val Loss: 1.41137
Epoch 325, Val Loss: 1.40713
Epoch 326, Val Loss: 1.40790
Epoch 327, Val Loss: 1.40962
Epoch 328, Val Loss: 1.41128
Epoch 329, Val Loss: 1.40893
Epoch 330, Val Loss: 1.41303
Epoch 331, Val Loss: 1.41166
Epoch 332, Val Loss: 1.41267
Epoch 333, Val Loss: 1.40724
Epoch 334, Val Loss: 1.40457
Epoch 335, Val Loss: 1.40634
Epoch 336, Val Loss: 1.40719
Epoch 337, Val Loss: 1.40639
Epoch 338, Val Loss: 1.41713
Epoch 339, Val Loss: 1.40735
Epoch 340, Val Loss: 1.41036
Epoch 341, Val Loss: 1.40405
Epoch 342, Val Loss: 1.40714
Epoch 343, Val Loss: 1.40521
Epoch 344, Val Loss: 1.40601
Epoch 345, Val Loss: 1.40454
Epoch 346, Val Loss: 1.40589
Epoch 347, Val Loss: 1.40906
Epoch 348, Val Loss: 1.41735
Epoch 349, Val Loss: 1.40880
Epoch 350, Val Loss: 1.40722
Epoch 351, Val Loss: 1.40276
Epoch 352, Val Loss: 1.40836
Epoch 353, Val Loss: 1.40935
Epoch 354, Val Loss: 1.40743
Epoch 355, Val Loss: 1.40735
Epoch 356, Val Loss: 1.40571
Epoch 357, Val Loss: 1.40308
Epoch 358, Val Loss: 1.40293
Epoch 359, Val Loss: 1.40247
Epoch 360, Val Loss: 1.40232
Epoch 361, Val Loss: 1.40334
Epoch 362, Val Loss: 1.40836
Epoch 363, Val Loss: 1.40541
Epoch 364, Val Loss: 1.40646
Epoch 365, Val Loss: 1.40389
Epoch 366, Val Loss: 1.40338
Epoch 367, Val Loss: 1.40284
Epoch 368, Val Loss: 1.40115
Epoch 369, Val Loss: 1.40305
Epoch 370, Val Loss: 1.40613
Epoch 371, Val Loss: 1.40476
Epoch 372, Val Loss: 1.40321
Epoch 373, Val Loss: 1.40317
Epoch 374, Val Loss: 1.40624
Epoch 375, Val Loss: 1.40313
Epoch 376, Val Loss: 1.40877
Epoch 377, Val Loss: 1.40604
Epoch 378, Val Loss: 1.40501
Epoch 379, Val Loss: 1.40346
Epoch 380, Val Loss: 1.40438
Epoch 381, Val Loss: 1.40370
Epoch 382, Val Loss: 1.40583
Epoch 383, Val Loss: 1.41059
Epoch 384, Val Loss: 1.41615
Epoch 385, Val Loss: 1.40852
Epoch 386, Val Loss: 1.40969
Epoch 387, Val Loss: 1.40608
Epoch 388, Val Loss: 1.40250
Epoch 389, Val Loss: 1.40096
Epoch 390, Val Loss: 1.40093
Epoch 391, Val Loss: 1.40086
Epoch 392, Val Loss: 1.40533
Epoch 393, Val Loss: 1.40167
Epoch 394, Val Loss: 1.40226
Epoch 395, Val Loss: 1.40044
Epoch 396, Val Loss: 1.40020
Epoch 397, Val Loss: 1.40037
Epoch 398, Val Loss: 1.40230
Epoch 399, Val Loss: 1.40277
{'Log Loss - mean': 3.5385653472780927, 'Log Loss - std': 0.3095338539553658, 'AUC - mean': 0.5395236085784925, 'AUC - std': 0.0511915094805975, 'Accuracy - mean': 0.750927256611275, 'Accuracy - std': 0.019603624691273025, 'F1 score - mean': 0.7073491093629611, 'F1 score - std': 0.02936582074079963}
On Device: cuda
Epoch 0, Val Loss: 1.80904
Epoch 1, Val Loss: 1.72333
Epoch 2, Val Loss: 1.69984
Epoch 3, Val Loss: 1.67657
Epoch 4, Val Loss: 1.63919
Epoch 5, Val Loss: 1.61680
Epoch 6, Val Loss: 1.60188
Epoch 7, Val Loss: 1.59244
Epoch 8, Val Loss: 1.57983
Epoch 9, Val Loss: 1.57529
Epoch 10, Val Loss: 1.57241
Epoch 11, Val Loss: 1.57142
Epoch 12, Val Loss: 1.56605
Epoch 13, Val Loss: 1.56601
Epoch 14, Val Loss: 1.56528
Epoch 15, Val Loss: 1.56280
Epoch 16, Val Loss: 1.56271
Epoch 17, Val Loss: 1.56208
Epoch 18, Val Loss: 1.56043
Epoch 19, Val Loss: 1.56054
Epoch 20, Val Loss: 1.56001
Epoch 21, Val Loss: 1.55868
Epoch 22, Val Loss: 1.55871
Epoch 23, Val Loss: 1.55818
Epoch 24, Val Loss: 1.55723
Epoch 25, Val Loss: 1.55714
Epoch 26, Val Loss: 1.55668
Epoch 27, Val Loss: 1.55594
Epoch 28, Val Loss: 1.55573
Epoch 29, Val Loss: 1.55525
Epoch 30, Val Loss: 1.55462
Epoch 31, Val Loss: 1.55429
Epoch 32, Val Loss: 1.55384
Epoch 33, Val Loss: 1.55327
Epoch 34, Val Loss: 1.55274
Epoch 35, Val Loss: 1.55216
Epoch 36, Val Loss: 1.55115
Epoch 37, Val Loss: 1.55015
Epoch 38, Val Loss: 1.54956
Epoch 39, Val Loss: 1.54925
Epoch 40, Val Loss: 1.54880
Epoch 41, Val Loss: 1.54867
Epoch 42, Val Loss: 1.54811
Epoch 43, Val Loss: 1.54831
Epoch 44, Val Loss: 1.54769
Epoch 45, Val Loss: 1.54782
Epoch 46, Val Loss: 1.54743
Epoch 47, Val Loss: 1.54759
Epoch 48, Val Loss: 1.54690
Epoch 49, Val Loss: 1.54717
Epoch 50, Val Loss: 1.54608
Epoch 51, Val Loss: 1.54597
Epoch 52, Val Loss: 1.54595
Epoch 53, Val Loss: 1.54587
Epoch 54, Val Loss: 1.54514
Epoch 55, Val Loss: 1.54488
Epoch 56, Val Loss: 1.54506
Epoch 57, Val Loss: 1.54475
Epoch 58, Val Loss: 1.54438
Epoch 59, Val Loss: 1.54378
Epoch 60, Val Loss: 1.54440
Epoch 61, Val Loss: 1.54376
Epoch 62, Val Loss: 1.54395
Epoch 63, Val Loss: 1.54339
Epoch 64, Val Loss: 1.54386
Epoch 65, Val Loss: 1.54343
Epoch 66, Val Loss: 1.54395
Epoch 67, Val Loss: 1.54300
Epoch 68, Val Loss: 1.54408
Epoch 69, Val Loss: 1.54308
Epoch 70, Val Loss: 1.54461
Epoch 71, Val Loss: 1.54294
Epoch 72, Val Loss: 1.54388
Epoch 73, Val Loss: 1.54250
Epoch 74, Val Loss: 1.54365
Epoch 75, Val Loss: 1.54179
Epoch 76, Val Loss: 1.54356
Epoch 77, Val Loss: 1.54168
Epoch 78, Val Loss: 1.54266
Epoch 79, Val Loss: 1.54066
Epoch 80, Val Loss: 1.54251
Epoch 81, Val Loss: 1.54050
Epoch 82, Val Loss: 1.54245
Epoch 83, Val Loss: 1.54041
Epoch 84, Val Loss: 1.54165
Epoch 85, Val Loss: 1.53963
Epoch 86, Val Loss: 1.54152
Epoch 87, Val Loss: 1.53963
Epoch 88, Val Loss: 1.54159
Epoch 89, Val Loss: 1.53954
Epoch 90, Val Loss: 1.54137
Epoch 91, Val Loss: 1.53887
Epoch 92, Val Loss: 1.54058
Epoch 93, Val Loss: 1.53911
Epoch 94, Val Loss: 1.54185
Epoch 95, Val Loss: 1.53912
Epoch 96, Val Loss: 1.54071
Epoch 97, Val Loss: 1.53946
Epoch 98, Val Loss: 1.53983
Epoch 99, Val Loss: 1.53884
Epoch 100, Val Loss: 1.53871
Epoch 101, Val Loss: 1.53840
Epoch 102, Val Loss: 1.54089
Epoch 103, Val Loss: 1.53971
Epoch 104, Val Loss: 1.53999
Epoch 105, Val Loss: 1.54146
Epoch 106, Val Loss: 1.53926
Epoch 107, Val Loss: 1.53999
Epoch 108, Val Loss: 1.53946
Epoch 109, Val Loss: 1.53962
Epoch 110, Val Loss: 1.53870
Epoch 111, Val Loss: 1.53753
Epoch 112, Val Loss: 1.53933
Epoch 113, Val Loss: 1.53776
Epoch 114, Val Loss: 1.53743
Epoch 115, Val Loss: 1.53683
Epoch 116, Val Loss: 1.53748
Epoch 117, Val Loss: 1.53751
Epoch 118, Val Loss: 1.53880
Epoch 119, Val Loss: 1.54088
Epoch 120, Val Loss: 1.53809
Epoch 121, Val Loss: 1.53828
Epoch 122, Val Loss: 1.53758
Epoch 123, Val Loss: 1.53580
Epoch 124, Val Loss: 1.53567
Epoch 125, Val Loss: 1.53627
Epoch 126, Val Loss: 1.53698
Epoch 127, Val Loss: 1.53872
Epoch 128, Val Loss: 1.53759
Epoch 129, Val Loss: 1.53970
Epoch 130, Val Loss: 1.53694
Epoch 131, Val Loss: 1.53484
Epoch 132, Val Loss: 1.53655
Epoch 133, Val Loss: 1.53587
Epoch 134, Val Loss: 1.53663
Epoch 135, Val Loss: 1.53542
Epoch 136, Val Loss: 1.53825
Epoch 137, Val Loss: 1.54073
Epoch 138, Val Loss: 1.53583
Epoch 139, Val Loss: 1.53838
Epoch 140, Val Loss: 1.53543
Epoch 141, Val Loss: 1.53570
Epoch 142, Val Loss: 1.53551
Epoch 143, Val Loss: 1.53811
Epoch 144, Val Loss: 1.53864
Epoch 145, Val Loss: 1.53616
Epoch 146, Val Loss: 1.54354
Epoch 147, Val Loss: 1.55022
Epoch 148, Val Loss: 1.54183
Epoch 149, Val Loss: 1.54051
Epoch 150, Val Loss: 1.53748
Epoch 151, Val Loss: 1.53735
Epoch 152, Val Loss: 1.53541
Epoch 153, Val Loss: 1.53599
Epoch 154, Val Loss: 1.53452
Epoch 155, Val Loss: 1.53669
Epoch 156, Val Loss: 1.53543
Epoch 157, Val Loss: 1.53284
Epoch 158, Val Loss: 1.53533
Epoch 159, Val Loss: 1.53635
Epoch 160, Val Loss: 1.53392
Epoch 161, Val Loss: 1.53717
Epoch 162, Val Loss: 1.53609
Epoch 163, Val Loss: 1.53357
Epoch 164, Val Loss: 1.53721
Epoch 165, Val Loss: 1.54061
Epoch 166, Val Loss: 1.53596
Epoch 167, Val Loss: 1.53441
Epoch 168, Val Loss: 1.53467
Epoch 169, Val Loss: 1.53289
Epoch 170, Val Loss: 1.53420
Epoch 171, Val Loss: 1.53409
Epoch 172, Val Loss: 1.53314
Epoch 173, Val Loss: 1.53416
Epoch 174, Val Loss: 1.53337
Epoch 175, Val Loss: 1.53217
Epoch 176, Val Loss: 1.53400
Epoch 177, Val Loss: 1.53542
Epoch 178, Val Loss: 1.53296
Epoch 179, Val Loss: 1.53714
Epoch 180, Val Loss: 1.53825
Epoch 181, Val Loss: 1.53574
Epoch 182, Val Loss: 1.53341
Epoch 183, Val Loss: 1.53437
Epoch 184, Val Loss: 1.53391
Epoch 185, Val Loss: 1.53596
Epoch 186, Val Loss: 1.53230
Epoch 187, Val Loss: 1.53422
Epoch 188, Val Loss: 1.53119
Epoch 189, Val Loss: 1.53038
Epoch 190, Val Loss: 1.53601
Epoch 191, Val Loss: 1.53227
Epoch 192, Val Loss: 1.53144
Epoch 193, Val Loss: 1.53070
Epoch 194, Val Loss: 1.53077
Epoch 195, Val Loss: 1.53240
Epoch 196, Val Loss: 1.53150
Epoch 197, Val Loss: 1.53301
Epoch 198, Val Loss: 1.52975
Epoch 199, Val Loss: 1.52987
Epoch 200, Val Loss: 1.53400
Epoch 201, Val Loss: 1.53489
Epoch 202, Val Loss: 1.53149
Epoch 203, Val Loss: 1.53227
Epoch 204, Val Loss: 1.53272
Epoch 205, Val Loss: 1.53284
Epoch 206, Val Loss: 1.54069
Epoch 207, Val Loss: 1.53420
Epoch 208, Val Loss: 1.53081
Epoch 209, Val Loss: 1.53076
Epoch 210, Val Loss: 1.53167
Epoch 211, Val Loss: 1.53078
Epoch 212, Val Loss: 1.53572
Epoch 213, Val Loss: 1.53127
Epoch 214, Val Loss: 1.53045
Epoch 215, Val Loss: 1.52935
Epoch 216, Val Loss: 1.52995
Epoch 217, Val Loss: 1.52846
Epoch 218, Val Loss: 1.53187
Epoch 219, Val Loss: 1.53118
Epoch 220, Val Loss: 1.52988
Epoch 221, Val Loss: 1.52942
Epoch 222, Val Loss: 1.52987
Epoch 223, Val Loss: 1.52938
Epoch 224, Val Loss: 1.52980
Epoch 225, Val Loss: 1.53076
Epoch 226, Val Loss: 1.53039
Epoch 227, Val Loss: 1.52830
Epoch 228, Val Loss: 1.52925
Epoch 229, Val Loss: 1.52948
Epoch 230, Val Loss: 1.52899
Epoch 231, Val Loss: 1.53083
Epoch 232, Val Loss: 1.53006
Epoch 233, Val Loss: 1.52903
Epoch 234, Val Loss: 1.53639
Epoch 235, Val Loss: 1.53515
Epoch 236, Val Loss: 1.53030
Epoch 237, Val Loss: 1.53312
Epoch 238, Val Loss: 1.53460
Epoch 239, Val Loss: 1.53356
Epoch 240, Val Loss: 1.53609
Epoch 241, Val Loss: 1.52906
Epoch 242, Val Loss: 1.52966
Epoch 243, Val Loss: 1.52722
Epoch 244, Val Loss: 1.52755
Epoch 245, Val Loss: 1.52844
Epoch 246, Val Loss: 1.52994
Epoch 247, Val Loss: 1.52863
Epoch 248, Val Loss: 1.53040
Epoch 249, Val Loss: 1.53028
Epoch 250, Val Loss: 1.52713
Epoch 251, Val Loss: 1.53028
Epoch 252, Val Loss: 1.52884
Epoch 253, Val Loss: 1.52735
Epoch 254, Val Loss: 1.53490
Epoch 255, Val Loss: 1.53126
Epoch 256, Val Loss: 1.52853
Epoch 257, Val Loss: 1.52795
Epoch 258, Val Loss: 1.52713
Epoch 259, Val Loss: 1.52693
Epoch 260, Val Loss: 1.53092
Epoch 261, Val Loss: 1.52560
Epoch 262, Val Loss: 1.52783
Epoch 263, Val Loss: 1.52590
Epoch 264, Val Loss: 1.52647
Epoch 265, Val Loss: 1.52857
Epoch 266, Val Loss: 1.52971
Epoch 267, Val Loss: 1.52515
Epoch 268, Val Loss: 1.52909
Epoch 269, Val Loss: 1.52707
Epoch 270, Val Loss: 1.52864
Epoch 271, Val Loss: 1.53407
Epoch 272, Val Loss: 1.52998
Epoch 273, Val Loss: 1.52634
Epoch 274, Val Loss: 1.52549
Epoch 275, Val Loss: 1.52466
Epoch 276, Val Loss: 1.52390
Epoch 277, Val Loss: 1.52732
Epoch 278, Val Loss: 1.52615
Epoch 279, Val Loss: 1.52354
Epoch 280, Val Loss: 1.52557
Epoch 281, Val Loss: 1.52442
Epoch 282, Val Loss: 1.52386
Epoch 283, Val Loss: 1.52513
Epoch 284, Val Loss: 1.52585
Epoch 285, Val Loss: 1.52488
Epoch 286, Val Loss: 1.52554
Epoch 287, Val Loss: 1.52564
Epoch 288, Val Loss: 1.52470
Epoch 289, Val Loss: 1.52429
Epoch 290, Val Loss: 1.52368
Epoch 291, Val Loss: 1.52166
Epoch 292, Val Loss: 1.52345
Epoch 293, Val Loss: 1.52239
Epoch 294, Val Loss: 1.52252
Epoch 295, Val Loss: 1.52287
Epoch 296, Val Loss: 1.52429
Epoch 297, Val Loss: 1.52236
Epoch 298, Val Loss: 1.52285
Epoch 299, Val Loss: 1.52382
Epoch 300, Val Loss: 1.52204
Epoch 301, Val Loss: 1.52069
Epoch 302, Val Loss: 1.52237
Epoch 303, Val Loss: 1.52013
Epoch 304, Val Loss: 1.51908
Epoch 305, Val Loss: 1.52041
Epoch 306, Val Loss: 1.52120
Epoch 307, Val Loss: 1.52018
Epoch 308, Val Loss: 1.52143
Epoch 309, Val Loss: 1.52021
Epoch 310, Val Loss: 1.52123
Epoch 311, Val Loss: 1.51938
Epoch 312, Val Loss: 1.52328
Epoch 313, Val Loss: 1.52280
Epoch 314, Val Loss: 1.52053
Epoch 315, Val Loss: 1.52293
Epoch 316, Val Loss: 1.52327
Epoch 317, Val Loss: 1.52064
Epoch 318, Val Loss: 1.52030
Epoch 319, Val Loss: 1.52106
Epoch 320, Val Loss: 1.52371
Epoch 321, Val Loss: 1.52231
Epoch 322, Val Loss: 1.52245
Epoch 323, Val Loss: 1.51928
Epoch 324, Val Loss: 1.51879
Epoch 325, Val Loss: 1.51790
Epoch 326, Val Loss: 1.52187
Epoch 327, Val Loss: 1.51879
Epoch 328, Val Loss: 1.51929
Epoch 329, Val Loss: 1.51881
Epoch 330, Val Loss: 1.51621
Epoch 331, Val Loss: 1.51652
Epoch 332, Val Loss: 1.51929
Epoch 333, Val Loss: 1.51857
Epoch 334, Val Loss: 1.51993
Epoch 335, Val Loss: 1.52021
Epoch 336, Val Loss: 1.52262
Epoch 337, Val Loss: 1.52126
Epoch 338, Val Loss: 1.52221
Epoch 339, Val Loss: 1.52669
Epoch 340, Val Loss: 1.52241
Epoch 341, Val Loss: 1.51937
Epoch 342, Val Loss: 1.51878
Epoch 343, Val Loss: 1.51673
Epoch 344, Val Loss: 1.51606
Epoch 345, Val Loss: 1.51838
Epoch 346, Val Loss: 1.51907
Epoch 347, Val Loss: 1.51731
Epoch 348, Val Loss: 1.51562
Epoch 349, Val Loss: 1.51510
Epoch 350, Val Loss: 1.51553
Epoch 351, Val Loss: 1.51677
Epoch 352, Val Loss: 1.51677
Epoch 353, Val Loss: 1.51564
Epoch 354, Val Loss: 1.51690
Epoch 355, Val Loss: 1.51801
Epoch 356, Val Loss: 1.51658
Epoch 357, Val Loss: 1.51634
Epoch 358, Val Loss: 1.52121
Epoch 359, Val Loss: 1.52088
Epoch 360, Val Loss: 1.51693
Epoch 361, Val Loss: 1.52070
Epoch 362, Val Loss: 1.51923
Epoch 363, Val Loss: 1.52349
Epoch 364, Val Loss: 1.52565
Epoch 365, Val Loss: 1.52386
Epoch 366, Val Loss: 1.52382
Epoch 367, Val Loss: 1.51932
Epoch 368, Val Loss: 1.51983
Epoch 369, Val Loss: 1.51715
Epoch 370, Val Loss: 1.51881
Epoch 371, Val Loss: 1.51823
Epoch 372, Val Loss: 1.51844
Epoch 373, Val Loss: 1.52382
Epoch 374, Val Loss: 1.51785
Epoch 375, Val Loss: 1.52049
Epoch 376, Val Loss: 1.51856
Epoch 377, Val Loss: 1.51767
Epoch 378, Val Loss: 1.52016
Epoch 379, Val Loss: 1.51865
Epoch 380, Val Loss: 1.51938
Epoch 381, Val Loss: 1.53123
Epoch 382, Val Loss: 1.52000
Epoch 383, Val Loss: 1.51756
Epoch 384, Val Loss: 1.52072
Epoch 385, Val Loss: 1.51866
Epoch 386, Val Loss: 1.52002
Epoch 387, Val Loss: 1.52066
Epoch 388, Val Loss: 1.52527
Epoch 389, Val Loss: 1.52242
Epoch 390, Val Loss: 1.51880
Epoch 391, Val Loss: 1.52130
Epoch 392, Val Loss: 1.52309
Epoch 393, Val Loss: 1.51641
Epoch 394, Val Loss: 1.51391
Epoch 395, Val Loss: 1.51695
Epoch 396, Val Loss: 1.51366
Epoch 397, Val Loss: 1.51262
Epoch 398, Val Loss: 1.51567
Epoch 399, Val Loss: 1.51259
{'Log Loss - mean': 3.653576557611135, 'Log Loss - std': 0.30054832362564216, 'AUC - mean': 0.5215988877590804, 'AUC - std': 0.04888392709445305, 'Accuracy - mean': 0.7445238984569592, 'Accuracy - std': 0.018390415764624322, 'F1 score - mean': 0.6977687232472096, 'F1 score - std': 0.027540307698128947}
On Device: cuda
Epoch 0, Val Loss: 1.77885
Epoch 1, Val Loss: 1.71398
Epoch 2, Val Loss: 1.70040
Epoch 3, Val Loss: 1.68934
Epoch 4, Val Loss: 1.66496
Epoch 5, Val Loss: 1.62814
Epoch 6, Val Loss: 1.60879
Epoch 7, Val Loss: 1.59518
Epoch 8, Val Loss: 1.58614
Epoch 9, Val Loss: 1.57996
Epoch 10, Val Loss: 1.57302
Epoch 11, Val Loss: 1.57229
Epoch 12, Val Loss: 1.57237
Epoch 13, Val Loss: 1.56835
Epoch 14, Val Loss: 1.56794
Epoch 15, Val Loss: 1.56812
Epoch 16, Val Loss: 1.56555
Epoch 17, Val Loss: 1.56551
Epoch 18, Val Loss: 1.56512
Epoch 19, Val Loss: 1.56324
Epoch 20, Val Loss: 1.56377
Epoch 21, Val Loss: 1.56316
Epoch 22, Val Loss: 1.56156
Epoch 23, Val Loss: 1.56226
Epoch 24, Val Loss: 1.56140
Epoch 25, Val Loss: 1.56008
Epoch 26, Val Loss: 1.56065
Epoch 27, Val Loss: 1.55980
Epoch 28, Val Loss: 1.55883
Epoch 29, Val Loss: 1.55930
Epoch 30, Val Loss: 1.55878
Epoch 31, Val Loss: 1.55780
Epoch 32, Val Loss: 1.55818
Epoch 33, Val Loss: 1.55762
Epoch 34, Val Loss: 1.55716
Epoch 35, Val Loss: 1.55687
Epoch 36, Val Loss: 1.55724
Epoch 37, Val Loss: 1.55614
Epoch 38, Val Loss: 1.55643
Epoch 39, Val Loss: 1.55577
Epoch 40, Val Loss: 1.55613
Epoch 41, Val Loss: 1.55516
Epoch 42, Val Loss: 1.55558
Epoch 43, Val Loss: 1.55474
Epoch 44, Val Loss: 1.55523
Epoch 45, Val Loss: 1.55432
Epoch 46, Val Loss: 1.55510
Epoch 47, Val Loss: 1.55406
Epoch 48, Val Loss: 1.55457
Epoch 49, Val Loss: 1.55359
Epoch 50, Val Loss: 1.55377
Epoch 51, Val Loss: 1.55305
Epoch 52, Val Loss: 1.55352
Epoch 53, Val Loss: 1.55238
Epoch 54, Val Loss: 1.55197
Epoch 55, Val Loss: 1.55047
Epoch 56, Val Loss: 1.54965
Epoch 57, Val Loss: 1.54892
Epoch 58, Val Loss: 1.54963
Epoch 59, Val Loss: 1.54872
Epoch 60, Val Loss: 1.54927
Epoch 61, Val Loss: 1.54839
Epoch 62, Val Loss: 1.54949
Epoch 63, Val Loss: 1.54820
Epoch 64, Val Loss: 1.54974
Epoch 65, Val Loss: 1.54846
Epoch 66, Val Loss: 1.54896
Epoch 67, Val Loss: 1.54801
Epoch 68, Val Loss: 1.54863
Epoch 69, Val Loss: 1.54761
Epoch 70, Val Loss: 1.54853
Epoch 71, Val Loss: 1.54755
Epoch 72, Val Loss: 1.54789
Epoch 73, Val Loss: 1.54706
Epoch 74, Val Loss: 1.54757
Epoch 75, Val Loss: 1.54667
Epoch 76, Val Loss: 1.54738
Epoch 77, Val Loss: 1.54655
Epoch 78, Val Loss: 1.54710
Epoch 79, Val Loss: 1.54596
Epoch 80, Val Loss: 1.54669
Epoch 81, Val Loss: 1.54566
Epoch 82, Val Loss: 1.54679
Epoch 83, Val Loss: 1.54542
Epoch 84, Val Loss: 1.54647
Epoch 85, Val Loss: 1.54552
Epoch 86, Val Loss: 1.54608
Epoch 87, Val Loss: 1.54498
Epoch 88, Val Loss: 1.54555
Epoch 89, Val Loss: 1.54458
Epoch 90, Val Loss: 1.54499
Epoch 91, Val Loss: 1.54399
Epoch 92, Val Loss: 1.54513
Epoch 93, Val Loss: 1.54367
Epoch 94, Val Loss: 1.54453
Epoch 95, Val Loss: 1.54363
Epoch 96, Val Loss: 1.54468
Epoch 97, Val Loss: 1.54355
Epoch 98, Val Loss: 1.54467
Epoch 99, Val Loss: 1.54321
Epoch 100, Val Loss: 1.54414
Epoch 101, Val Loss: 1.54289
Epoch 102, Val Loss: 1.54488
Epoch 103, Val Loss: 1.54383
Epoch 104, Val Loss: 1.54412
Epoch 105, Val Loss: 1.54277
Epoch 106, Val Loss: 1.54417
Epoch 107, Val Loss: 1.54194
Epoch 108, Val Loss: 1.54353
Epoch 109, Val Loss: 1.54256
Epoch 110, Val Loss: 1.54328
Epoch 111, Val Loss: 1.54115
Epoch 112, Val Loss: 1.54303
Epoch 113, Val Loss: 1.54149
Epoch 114, Val Loss: 1.54201
Epoch 115, Val Loss: 1.54204
Epoch 116, Val Loss: 1.54236
Epoch 117, Val Loss: 1.54074
Epoch 118, Val Loss: 1.54264
Epoch 119, Val Loss: 1.54146
Epoch 120, Val Loss: 1.54176
Epoch 121, Val Loss: 1.54175
Epoch 122, Val Loss: 1.54152
Epoch 123, Val Loss: 1.54285
Epoch 124, Val Loss: 1.54348
Epoch 125, Val Loss: 1.54296
Epoch 126, Val Loss: 1.54218
Epoch 127, Val Loss: 1.54161
Epoch 128, Val Loss: 1.54090
Epoch 129, Val Loss: 1.54181
Epoch 130, Val Loss: 1.54075
Epoch 131, Val Loss: 1.54246
Epoch 132, Val Loss: 1.54074
Epoch 133, Val Loss: 1.53998
Epoch 134, Val Loss: 1.54228
Epoch 135, Val Loss: 1.54252
Epoch 136, Val Loss: 1.54063
Epoch 137, Val Loss: 1.54345
Epoch 138, Val Loss: 1.54176
Epoch 139, Val Loss: 1.54118
Epoch 140, Val Loss: 1.54455
Epoch 141, Val Loss: 1.54419
Epoch 142, Val Loss: 1.54008
Epoch 143, Val Loss: 1.54064
Epoch 144, Val Loss: 1.53863
Epoch 145, Val Loss: 1.53906
Epoch 146, Val Loss: 1.54126
Epoch 147, Val Loss: 1.54122
Epoch 148, Val Loss: 1.53839
Epoch 149, Val Loss: 1.53847
Epoch 150, Val Loss: 1.53726
Epoch 151, Val Loss: 1.53780
Epoch 152, Val Loss: 1.53936
Epoch 153, Val Loss: 1.53985
Epoch 154, Val Loss: 1.53720
Epoch 155, Val Loss: 1.53768
Epoch 156, Val Loss: 1.53680
Epoch 157, Val Loss: 1.53681
Epoch 158, Val Loss: 1.53728
Epoch 159, Val Loss: 1.53922
Epoch 160, Val Loss: 1.53763
Epoch 161, Val Loss: 1.53781
Epoch 162, Val Loss: 1.53620
Epoch 163, Val Loss: 1.53597
Epoch 164, Val Loss: 1.53597
Epoch 165, Val Loss: 1.53680
Epoch 166, Val Loss: 1.53620
Epoch 167, Val Loss: 1.53618
Epoch 168, Val Loss: 1.53695
Epoch 169, Val Loss: 1.53666
Epoch 170, Val Loss: 1.53740
Epoch 171, Val Loss: 1.53564
Epoch 172, Val Loss: 1.53691
Epoch 173, Val Loss: 1.53510
Epoch 174, Val Loss: 1.53604
Epoch 175, Val Loss: 1.53581
Epoch 176, Val Loss: 1.53662
Epoch 177, Val Loss: 1.53695
Epoch 178, Val Loss: 1.53763
Epoch 179, Val Loss: 1.53823
Epoch 180, Val Loss: 1.53770
Epoch 181, Val Loss: 1.53650
Epoch 182, Val Loss: 1.53529
Epoch 183, Val Loss: 1.53530
Epoch 184, Val Loss: 1.53626
Epoch 185, Val Loss: 1.53587
Epoch 186, Val Loss: 1.53681
Epoch 187, Val Loss: 1.53710
Epoch 188, Val Loss: 1.53497
Epoch 189, Val Loss: 1.53440
Epoch 190, Val Loss: 1.53238
Epoch 191, Val Loss: 1.53242
Epoch 192, Val Loss: 1.53407
Epoch 193, Val Loss: 1.53419
Epoch 194, Val Loss: 1.53487
Epoch 195, Val Loss: 1.53653
Epoch 196, Val Loss: 1.53291
Epoch 197, Val Loss: 1.53280
Epoch 198, Val Loss: 1.53157
Epoch 199, Val Loss: 1.53151
Epoch 200, Val Loss: 1.53248
Epoch 201, Val Loss: 1.53398
Epoch 202, Val Loss: 1.53235
Epoch 203, Val Loss: 1.53358
Epoch 204, Val Loss: 1.53118
Epoch 205, Val Loss: 1.53164
Epoch 206, Val Loss: 1.53099
